seed,algorithm,load,total_joins,accepted,acceptance_rate,stale_rejections,stale_rejection_rate,first_rejection,mean_path_len,mean_bottleneck,flooded
2,sp,200.0,1008,1008,1.0,0,0.0,,10.696,98.6,0
3,swp,200.0,998,998,1.0,0,0.0,,16.505,105.9,36
3,pruned,200.0,1010,1010,1.0,0,0.0,,10.088,101.8,14
3,sp,200.0,1010,1010,1.0,0,0.0,,10.088,101.8,0
4,swp,200.0,967,967,1.0,0,0.0,,13.247,69.9,44
4,pruned,200.0,965,965,1.0,0,0.0,,10.083,57.2,48
4,sp,200.0,965,965,1.0,0,0.0,,10.083,57.2,0
5,swp,200.0,990,990,1.0,0,0.0,,15.462,108.3,20
5,pruned,200.0,998,998,1.0,0,0.0,,10.471,97.6,35
5,sp,200.0,998,998,1.0,0,0.0,,10.471,97.6,0
6,swp,200.0,1035,1035,1.0,0,0.0,,12.257,83.9,42
6,pruned,200.0,958,958,1.0,0,0.0,,10.301,77.8,34
6,sp,200.0,958,958,1.0,0,0.0,,10.301,77.8,0
7,swp,200.0,997,997,1.0,0,0.0,,13.574,85.9,45
7,pruned,200.0,1052,1052,1.0,0,0.0,,11.057,77.0,21
7,sp,200.0,1052,1052,1.0,0,0.0,,11.057,77.0,0
8,swp,200.0,1048,1048,1.0,0,0.0,,11.742,111.4,35
8,pruned,200.0,976,976,1.0,0,0.0,,10.389,95.6,16
8,sp,200.0,976,976,1.0,0,0.0,,10.389,95.6,0
9,swp,200.0,980,980,1.0,0,0.0,,14.207,97.5,42
9,pruned,200.0,1010,1010,1.0,0,0.0,,10.371,89.8,14
9,sp,200.0,1010,1010,1.0,0,0.0,,10.371,89.8,0
0,swp,500.0,2546,2546,1.0,0,0.0,,14.593,92.7,133
0,pruned,500.0,2459,2456,0.9988,0,0.0,444,11.153,84.9,121
0,sp,500.0,2549,2244,0.8803,0,0.0,444,10.229,79.8,0
1,swp,500.0,2517,2517,1.0,0,0.0,,14.996,55.0,528
1,pruned,500.0,2521,2458,0.975,0,0.0,697,12.047,47.0,778
1,sp,500.0,2405,2193,0.9119,0,0.0,534,10.233,44.4,0
2,swp,500.0,2560,2560,1.0,0,0.0,,13.671,81.5,287
2,pruned,500.0,2473,2469,0.9984,0,0.0,1990,11.208,77.4,348
2,sp,500.0,2451,2361,0.9633,0,0.0,927,10.471,74.9,0
3,swp,500.0,2487,2487,1.0,0,0.0,,14.977,91.0,156
3,pruned,500.0,2449,2410,0.9841,0,0.0,598,12.439,82.0,339
3,sp,500.0,2488,2180,0.8762,0,0.0,598,10.25,72.4,0
4,swp,500.0,2414,2323,0.9623,0,0.0,877,13.883,46.4,790
4,pruned,500.0,2521,2412,0.9568,0,0.0,446,12.228,44.3,1384
4,sp,500.0,2479,2104,0.8487,0,0.0,446,10.173,53.5,0
5,swp,500.0,2459,2459,1.0,0,0.0,,14.45,89.4,170
5,pruned,500.0,2542,2517,0.9902,0,0.0,609,12.17,74.1,430
5,sp,500.0,2497,2219,0.8887,0,0.0,529,10.006,81.5,0
6,swp,500.0,2461,2359,0.9586,0,0.0,813,12.663,52.3,1016
6,pruned,500.0,2438,2307,0.9463,0,0.0,415,10.842,49.2,833
6,sp,500.0,2424,2169,0.8948,0,0.0,417,10.081,59.1,0
7,swp,500.0,2515,2515,1.0,0,0.0,,13.603,72.5,190
7,pruned,500.0,2446,2440,0.9975,0,0.0,577,11.914,62.6,312
7,sp,500.0,2474,2270,0.9175,0,0.0,577,10.389,61.6,0
8,swp,500.0,2502,2460,0.9832,0,0.0,1323,12.633,78.0,515
8,pruned,500.0,2549,2526,0.991,0,0.0,1171,10.233,90.6,486
8,sp,500.0,2477,2448,0.9883,0,0.0,604,10.196,80.5,0
9,swp,500.0,2491,2491,1.0,0,0.0,,13.889,73.0,244
9,pruned,500.0,2423,2399,0.9901,0,0.0,2111,11.4,63.7,328
9,sp,500.0,2448,2281,0.9318,0,0.0,535,10.017,68.6,0
0,swp,1000.0,5130,4884,0.952,0,0.0,966,13.23,54.8,1354
0,pruned,1000.0,5024,4922,0.9797,0,0.0,326,11.997,56.9,1160
0,sp,1000.0,5065,3874,0.7649,0,0.0,326,9.639,74.0,0
1,swp,1000.0,5020,3878,0.7725,0,0.0,774,12.578,48.1,2469
1,pruned,1000.0,4995,3754,0.7516,0,0.0,391,11.343,52.6,2799
1,sp,1000.0,4985,3290,0.66,0,0.0,391,9.535,52.3,0
2,swp,1000.0,4981,4543,0.9121,0,0.0,1367,12.312,63.2,2299
2,pruned,1000.0,4952,4519,0.9126,0,0.0,366,10.816,69.0,2097
2,sp,1000.0,5039,4164,0.8264,0,0.0,366,10.011,70.6,0
3,swp,1000.0,5031,4109,0.8167,0,0.0,1250,12.762,74.0,953
3,pruned,1000.0,4964,3845,0.7746,0,0.0,403,11.408,82.5,1055
3,sp,1000.0,4894,3328,0.68,0,0.0,358,9.661,80.8,0
4,swp,1000.0,4983,3534,0.7092,0,0.0,521,12.186,41.1,3053
4,pruned,1000.0,5039,3477,0.69,0,0.0,358,11.297,47.4,2863
4,sp,1000.0,4933,3080,0.6244,0,0.0,333,9.441,50.5,0
5,swp,1000.0,5176,4367,0.8437,0,0.0,821,11.549,73.3,1606
5,pruned,1000.0,4980,4185,0.8404,0,0.0,401,10.877,79.7,1536
5,sp,1000.0,4962,3501,0.7056,0,0.0,316,9.213,79.6,0
6,swp,1000.0,4879,3497,0.7167,0,0.0,562,10.546,52.5,2326
6,pruned,1000.0,4973,3630,0.7299,0,0.0,296,10.125,54.4,2846
6,sp,1000.0,4974,3245,0.6524,0,0.0,296,9.403,59.5,0
7,swp,1000.0,5018,4497,0.8962,0,0.0,725,12.996,46.7,2010
7,pruned,1000.0,4965,4526,0.9116,0,0.0,640,11.588,48.0,2052
7,sp,1000.0,5085,3653,0.7184,0,0.0,361,9.717,61.6,0
8,swp,1000.0,5018,4583,0.9133,0,0.0,453,11.92,63.5,1479
8,pruned,1000.0,4901,4422,0.9023,0,0.0,406,10.752,64.8,1419
8,sp,1000.0,4846,3995,0.8244,0,0.0,406,9.782,70.6,0
9,swp,1000.0,5057,4214,0.8333,0,0.0,745,12.558,50.1,2439
9,pruned,1000.0,4979,4149,0.8333,0,0.0,340,10.969,52.0,2313
9,sp,1000.0,4992,3651,0.7314,0,0.0,340,9.476,70.3,0
0,swp,2000.0,9925,7521,0.7578,0,0.0,1088,12.101,50.8,4683
0,pruned,2000.0,10126,7121,0.7032,0,0.0,308,11.002,43.1,4206
0,sp,2000.0,9976,5912,0.5926,0,0.0,308,9.128,65.1,0
1,swp,2000.0,10029,5353,0.5338,0,0.0,540,11.005,48.6,3762
1,pruned,2000.0,9886,5401,0.5463,0,0.0,371,10.375,52.3,4228
1,sp,2000.0,10035,4650,0.4634,0,0.0,371,8.728,59.3,0
2,swp,2000.0,10039,7649,0.7619,0,0.0,877,11.459,56.3,4578
