seed,algorithm,load,total_joins,accepted,acceptance_rate,stale_rejections,stale_rejection_rate,first_rejection,mean_path_len,mean_bottleneck,flooded
3,sp,2000.0,9991,9832,0.9841,0,0.0,2897,2.967,229.3,0
4,swp,2000.0,10080,10080,1.0,0,0.0,,4.054,236.6,233
4,pruned,2000.0,9926,9919,0.9993,0,0.0,1902,2.994,189.2,432
4,sp,2000.0,9950,9720,0.9769,0,0.0,2229,2.942,199.1,0
5,swp,2000.0,10086,10086,1.0,0,0.0,,3.423,318.4,157
5,pruned,2000.0,10115,10099,0.9984,0,0.0,925,2.985,237.1,707
5,sp,2000.0,10025,9275,0.9252,0,0.0,778,2.964,215.2,0
6,swp,2000.0,9857,9857,1.0,0,0.0,,3.849,245.0,186
6,pruned,2000.0,10092,10048,0.9956,0,0.0,1375,3.008,154.9,1082
6,sp,2000.0,9892,8798,0.8894,0,0.0,830,2.934,146.8,0
7,swp,2000.0,9972,9972,1.0,0,0.0,,4.252,184.3,271
7,pruned,2000.0,9898,9888,0.999,0,0.0,1324,2.969,147.1,504
7,sp,2000.0,10000,8767,0.8767,0,0.0,1072,2.906,120.9,0
8,swp,2000.0,9807,9807,1.0,0,0.0,,3.488,267.2,177
8,pruned,2000.0,10018,10000,0.9982,0,0.0,743,2.983,210.9,489
8,sp,2000.0,9984,9455,0.947,0,0.0,741,2.954,211.5,0
9,swp,2000.0,10081,10081,1.0,0,0.0,,3.67,242.3,234
9,pruned,2000.0,10031,10026,0.9995,0,0.0,1876,2.966,181.2,385
9,sp,2000.0,9971,9578,0.9606,0,0.0,1876,2.951,176.4,0
0,swp,5000.0,24809,24742,0.9973,0,0.0,11723,4.507,185.7,2593
0,pruned,5000.0,25036,24018,0.9593,0,0.0,1275,3.068,171.3,5146
0,sp,5000.0,25119,20090,0.7998,0,0.0,1275,2.858,169.2,0
1,swp,5000.0,24968,24807,0.9936,0,0.0,9851,4.55,183.2,3553
1,pruned,5000.0,25119,22875,0.9107,0,0.0,817,3.052,141.5,7448
1,sp,5000.0,25001,16827,0.6731,0,0.0,817,2.741,140.3,0
2,swp,5000.0,25275,25224,0.998,0,0.0,7775,4.381,172.7,2224
2,pruned,5000.0,24981,24222,0.9696,0,0.0,458,3.047,163.0,4678
2,sp,5000.0,25043,18942,0.7564,0,0.0,397,2.773,165.4,0
3,swp,5000.0,25054,25052,0.9999,0,0.0,20387,3.994,317.0,548
3,pruned,5000.0,25309,24858,0.9822,0,0.0,2000,3.024,216.5,3512
3,sp,5000.0,25001,21044,0.8417,0,0.0,2000,2.9,225.2,0
4,swp,5000.0,25121,24702,0.9833,0,0.0,8054,4.336,156.5,4676
4,pruned,5000.0,25282,24386,0.9646,0,0.0,1790,3.12,163.5,5364
4,sp,5000.0,25291,21518,0.8508,0,0.0,1675,2.893,170.1,0
5,swp,5000.0,25025,24971,0.9978,0,0.0,13050,4.074,241.0,1681
5,pruned,5000.0,24973,24284,0.9724,0,0.0,730,3.023,203.9,3823
5,sp,5000.0,24905,19422,0.7798,0,0.0,730,2.859,192.2,0
6,swp,5000.0,25028,24777,0.99,0,0.0,13475,4.347,167.4,3711
6,pruned,5000.0,25067,23536,0.9389,0,0.0,534,3.099,131.0,5328
6,sp,5000.0,25050,17956,0.7168,0,0.0,534,2.859,137.0,0
7,swp,5000.0,25089,24673,0.9834,0,0.0,9568,4.567,121.4,5918
7,pruned,5000.0,24949,24231,0.9712,0,0.0,689,3.069,127.9,4966
7,sp,5000.0,24918,16907,0.6785,0,0.0,689,2.756,123.7,0
8,swp,5000.0,24946,24899,0.9981,0,0.0,14255,4.123,212.0,1258
8,pruned,5000.0,25125,24492,0.9748,0,0.0,925,3.043,203.1,3403
8,sp,5000.0,25076,20182,0.8048,0,0.0,755,2.911,195.6,0
9,swp,5000.0,25054,24991,0.9975,0,0.0,10422,4.539,193.4,1896
9,pruned,5000.0,24905,24042,0.9653,0,0.0,1109,3.103,154.8,5567
9,sp,5000.0,24862,20245,0.8143,0,0.0,1109,2.902,160.1,0
0,swp,10000.0,49772,43119,0.8663,0,0.0,5055,4.183,142.2,14415
0,pruned,10000.0,50120,40374,0.8055,0,0.0,1055,3.101,161.8,11148
0,sp,10000.0,50261,30962,0.616,0,0.0,1055,2.741,174.8,0
1,swp,10000.0,49975,41347,0.8274,0,0.0,5355,4.249,125.8,17495
1,pruned,10000.0,49911,36350,0.7283,0,0.0,783,3.086,159.6,13406
1,sp,10000.0,49969,24702,0.4943,0,0.0,783,2.607,170.7,0
2,swp,10000.0,50213,42494,0.8463,0,0.0,5555,4.192,125.2,15521
2,pruned,10000.0,50410,40492,0.8033,0,0.0,266,3.089,157.5,12175
2,sp,10000.0,50160,30329,0.6046,0,0.0,266,2.673,159.7,0
3,swp,10000.0,49550,45230,0.9128,0,0.0,6397,4.138,197.3,10240
3,pruned,10000.0,50214,44703,0.8902,0,0.0,1881,3.097,197.2,9600
3,sp,10000.0,49935,34892,0.6987,0,0.0,1269,2.835,209.7,0
4,swp,10000.0,50114,41874,0.8356,0,0.0,5095,4.28,129.4,15607
4,pruned,10000.0,49902,40989,0.8214,0,0.0,1115,3.185,155.9,12685
4,sp,10000.0,49919,34497,0.6911,0,0.0,1115,2.839,167.6,0
5,swp,10000.0,49756,44120,0.8867,0,0.0,5535,4.088,170.6,14323
5,pruned,10000.0,49830,39956,0.8018,0,0.0,780,2.962,195.2,9917
5,sp,10000.0,49852,30811,0.618,0,0.0,780,2.706,205.1,0
6,swp,10000.0,50325,42532,0.8451,0,0.0,3996,4.33,116.5,16031
6,pruned,10000.0,49889,39016,0.7821,0,0.0,883,3.128,118.6,12605
6,sp,10000.0,49465,27572,0.5574,0,0.0,757,2.749,127.4,0
7,swp,10000.0,49818,40654,0.8161,0,0.0,3397,4.283,85.8,18616
7,pruned,10000.0,50061,32263,0.6445,0,0.0,567,2.883,113.5,10840
7,sp,10000.0,50012,26666,0.5332,0,0.0,567,2.648,120.1,0
8,swp,10000.0,50062,44442,0.8877,0,0.0,3627,4.173,145.0,14220
8,pruned,10000.0,49655,44178,0.8897,0,0.0,640,3.122,175.0,10925
8,sp,10000.0,50131,33113,0.6605,0,0.0,537,2.826,198.3,0
9,swp,10000.0,49855,42599,0.8545,0,0.0,5576,4.352,128.1,16230
9,pruned,10000.0,50217,41655,0.8295,0,0.0,1043,3.19,142.6,13639
9,sp,10000.0,50636,32256,0.637,0,0.0,1043,2.811,160.1,0
0,swp,20000.0,99709,62079,0.6226,0,0.0,5272,3.919,129.5,21571
0,pruned,20000.0,99997,55430,0.5543,0,0.0,981,2.937,169.7,15058
0,sp,20000.0,100439,46871,0.4667,0,0.0,981,2.629,181.9,0
1,swp,20000.0,100127,57863,0.5779,0,0.0,4457,3.92,125.3,22600
1,pruned,20000.0,100173,45109,0.4503,0,0.0,721,2.831,186.1,15169
1,sp,20000.0,99863,36357,0.3641,0,0.0,721,2.468,190.4,0
2,swp,20000.0,100668,61383,0.6098,0,0.0,5021,3.966,112.1,23885
2,pruned,20000.0,99942,53680,0.5371,0,0.0,342,2.925,159.7,15991
2,sp,20000.0,99994,44889,0.4489,0,0.0,342,2.575,172.1,0
3,swp,20000.0,100039,72723,0.7269,0,0.0,4841,4.014,156.4,18870
3,pruned,20000.0,99882,66496,0.6657,0,0.0,1514,3.042,194.5,14058
3,sp,20000.0,99977,52724,0.5274,0,0.0,1514,2.749,212.7,0
4,swp,20000.0,99977,59901,0.5991,0,0.0,3929,3.973,106.4,22379
4,pruned,20000.0,99876,58331,0.584,0,0.0,963,3.044,125.3,16317
4,sp,20000.0,99485,51400,0.5167,0,0.0,963,2.766,156.3,0
5,swp,20000.0,100090,67645,0.6758,0,0.0,4727,3.868,154.8,22889
5,pruned,20000.0,99936,59480,0.5952,0,0.0,534,2.884,209.9,15733
5,sp,20000.0,99878,46329,0.4639,0,0.0,534,2.582,210.7,0
6,swp,20000.0,100241,58217,0.5808,0,0.0,3274,3.882,116.7,21604
6,pruned,20000.0,99345,55141,0.555,0,0.0,629,3.06,116.3,18748
6,sp,20000.0,100058,38258,0.3824,0,0.0,629,2.563,147.0,0
7,swp,20000.0,100134,54732,0.5466,0,0.0,4333,3.849,79.4,25011
7,pruned,20000.0,100189,46496,0.4641,0,0.0,540,2.784,110.3,15581
7,sp,20000.0,100105,39590,0.3955,0,0.0,540,2.516,125.0,0
8,swp,20000.0,99485,66192,0.6653,0,0.0,4713,3.961,122.4,22262
8,pruned,20000.0,99740,69621,0.698,0,0.0,861,3.181,136.8,18801
8,sp,20000.0,100848,51220,0.5079,0,0.0,737,2.741,197.9,0
9,swp,20000.0,99413,59943,0.603,0,0.0,3701,3.914,130.8,24311
9,pruned,20000.0,100117,61267,0.612,0,0.0,1312,3.149,144.8,19752
9,sp,20000.0,99453,46241,0.465,0,0.0,1295,2.691,168.4,0
