seed,algorithm,load,total_joins,accepted,acceptance_rate,stale_rejections,stale_rejection_rate,first_rejection,mean_path_len,mean_bottleneck,flooded
0,swp,500.0,2590,2590,1.0,0,0.0,,4.799,163.6,77
0,pruned,500.0,2460,2382,0.9683,0,0.0,530,4.06,117.7,746
0,sp,500.0,2516,2300,0.9141,0,0.0,527,3.84,103.0,0
1,swp,500.0,2574,2574,1.0,0,0.0,,4.685,217.6,53
1,pruned,500.0,2516,2509,0.9972,0,0.0,1482,3.942,191.8,138
1,sp,500.0,2459,2453,0.9976,0,0.0,1482,4.013,194.5,0
2,swp,500.0,2435,2435,1.0,0,0.0,,5.437,83.7,181
2,pruned,500.0,2398,2348,0.9791,0,0.0,158,5.115,86.9,438
2,sp,500.0,2541,1584,0.6234,0,0.0,158,3.479,129.8,0
3,swp,500.0,2535,2535,1.0,0,0.0,,4.254,274.1,41
3,pruned,500.0,2449,2443,0.9976,0,0.0,1433,4.23,253.3,188
3,sp,500.0,2542,2237,0.88,0,0.0,579,3.734,257.2,0
4,swp,500.0,2490,2229,0.8952,0,0.0,830,5.18,134.1,1216
4,pruned,500.0,2477,2126,0.8583,0,0.0,114,5.307,109.7,1458
4,sp,500.0,2459,1366,0.5555,0,0.0,114,3.4,134.7,0
5,swp,500.0,2547,2532,0.9941,0,0.0,1025,4.159,146.7,405
5,pruned,500.0,2606,2532,0.9716,0,0.0,794,3.861,131.9,573
5,sp,500.0,2523,2439,0.9667,0,0.0,787,3.808,130.1,0
6,swp,500.0,2435,2435,1.0,0,0.0,,4.745,154.9,42
6,pruned,500.0,2554,2549,0.998,0,0.0,1189,5.076,121.3,298
6,sp,500.0,2495,2021,0.81,0,0.0,218,3.623,116.3,0
7,swp,500.0,2470,2470,1.0,0,0.0,,3.972,130.7,24
